event_id,lat,lon,year,month,rainfall,rainfall_unit,rainfall_city,elevation,slope,terrain_distance_km,event_observed,sample_type
1776.0,25.3612,92.2845,2010,4,15.3,mm/day monthly mean,Shillong,15.0,1.488,41.493,1,catalogued_landslide
1756.0,27.322,88.6087,2010,4,0.59,mm/day monthly mean,Gangtok,3787.0,4.841,47.066,1,catalogued_landslide
3532.0,25.0888,92.8551,2011,5,8.657,mm/day monthly mean,Shillong,1036.0,1.488,14.594,1,catalogued_landslide
3621.0,26.88,88.28,2011,6,5.607,mm/day monthly mean,Gangtok,1651.0,4.124,28.688,1,catalogued_landslide
7699.0,26.0214,94.5224,2015,8,9.702,mm/day monthly mean,Kohima,2265.0,3.183,58.534,1,catalogued_landslide
,21.857193,89.828523,2010,5,13.168,mm/day monthly mean,Agartala,9.0,0.013,23.77,0,background_no_record
4434.0,26.1049,91.7369,2012,6,20.722,mm/day monthly mean,Guwahati,51.0,1.609,36.038,1,catalogued_landslide
9010.0,27.3034,93.804,2016,7,16.745,mm/day monthly mean,Itanagar,2387.0,3.361,34.84,1,catalogued_landslide
,28.850586,87.592598,2010,9,6.419,mm/day monthly mean,Gangtok,5021.0,0.911,40.085,0,background_no_record
1050.0,26.873242,88.29184,2009,7,6.755,mm/day monthly mean,Gangtok,1651.0,4.124,30.017,1,catalogued_landslide
7267.0,25.3908,94.0926,2015,7,11.474,mm/day monthly mean,Kohima,1000.0,1.887,34.613,1,catalogued_landslide
4848.0,24.0896,91.4663,2013,5,18.287,mm/day monthly mean,Agartala,3.0,0.243,54.085,1,catalogued_landslide
5421.0,26.4205,94.9731,2013,8,8.951,mm/day monthly mean,Kohima,2265.0,3.183,10.737,1,catalogued_landslide
1031.0,26.8836,88.2791,2009,5,6.673,mm/day monthly mean,Gangtok,1651.0,4.124,28.503,1,catalogued_landslide
6971.0,27.0987,93.816,2015,6,21.278,mm/day monthly mean,Itanagar,81.0,3.361,24.986,1,catalogued_landslide
,22.233768,89.335332,2012,6,11.531,mm/day monthly mean,Agartala,6.0,0.004,43.231,0,background_no_record
4394.0,27.1748,88.6458,2012,6,3.636,mm/day monthly mean,Gangtok,465.0,5.853,43.395,1,catalogued_landslide
,22.622717,91.691143,2010,8,8.742,mm/day monthly mean,Agartala,50.0,1.536,31.706,0,background_no_record
7021.0,27.0076,88.251,2015,6,5.97,mm/day monthly mean,Gangtok,1651.0,4.124,25.829,1,catalogued_landslide
7589.0,25.2568,92.3825,2015,8,17.685,mm/day monthly mean,Shillong,15.0,1.488,42.68,1,catalogued_landslide
7923.0,26.49349,91.721375,2015,9,9.843,mm/day monthly mean,Guwahati,51.0,1.609,33.357,1,catalogued_landslide
7363.0,26.8843,88.1835,2015,6,5.97,mm/day monthly mean,Gangtok,1651.0,4.124,19.406,1,catalogued_landslide
,27.2545,96.375711,2008,6,15.435,mm/day monthly mean,Itanagar,167.0,3.515,50.595,0,background_no_record
9087.0,28.235,94.9612,2016,7,16.745,mm/day monthly mean,Itanagar,660.0,5.203,7.013,1,catalogued_landslide
,24.43114,90.774956,2010,10,7.892,mm/day monthly mean,Agartala,5.0,0.111,23.25,0,background_no_record
7034.0,27.0875,88.6556,2015,6,5.97,mm/day monthly mean,Gangtok,465.0,5.853,37.617,1,catalogued_landslide
,22.271128,96.526024,2007,8,3.464,mm/day monthly mean,Imphal,615.0,0.756,57.378,0,background_no_record
,29.068196,90.513426,2012,7,8.485,mm/day monthly mean,Gangtok,4557.0,2.721,55.959,0,background_no_record
,24.580716,93.895633,2009,8,7.68,mm/day monthly mean,Imphal,788.0,0.874,15.967,0,background_no_record
1596.0,24.7339,93.9161,2010,3,4.307,mm/day monthly mean,Imphal,788.0,0.874,30.225,1,catalogued_landslide
7040.0,26.9978,88.167,2015,7,5.286,mm/day monthly mean,Gangtok,1651.0,4.124,17.56,1,catalogued_landslide
,22.618376,88.645301,2012,6,11.531,mm/day monthly mean,Agartala,4.0,0.028,36.407,0,background_no_record
,27.694571,94.212314,2015,8,16.256,mm/day monthly mean,Itanagar,2387.0,3.361,25.461,0,background_no_record
9587.0,26.8692,88.4695,2016,10,2.604,mm/day monthly mean,Gangtok,1651.0,4.124,47.311,1,catalogued_landslide
,27.564702,91.04526,2011,9,8.488,mm/day monthly mean,Guwahati,2760.0,5.34,4.462,0,background_no_record
5272.0,26.2083,94.5438,2013,8,8.951,mm/day monthly mean,Kohima,2265.0,3.183,47.365,1,catalogued_landslide
6283.0,26.1314,91.7548,2014,9,13.389,mm/day monthly mean,Guwahati,51.0,1.609,32.73,1,catalogued_landslide
,28.434412,88.641041,2016,7,13.366,mm/day monthly mean,Gangtok,5199.0,4.022,44.974,0,background_no_record
7664.0,24.7459,93.4251,2015,8,8.21,mm/day monthly mean,Imphal,249.0,1.524,52.609,1,catalogued_landslide
231.0,27.068262,88.281212,2007,9,5.628,mm/day monthly mean,Gangtok,1651.0,4.124,31.049,1,catalogued_landslide
,26.295062,96.24562,2015,6,9.655,mm/day monthly mean,Kohima,289.0,3.104,24.739,0,background_no_record
2392.0,27.3702,88.7334,2010,9,6.419,mm/day monthly mean,Gangtok,3787.0,4.841,34.003,1,catalogued_landslide
,24.12689,92.854348,2015,7,25.132,mm/day monthly mean,Aizawl,580.0,1.042,33.659,0,background_no_record
7265.0,25.5007,93.9854,2015,7,11.474,mm/day monthly mean,Kohima,1751.0,2.391,23.208,1,catalogued_landslide
,21.795766,91.227023,2013,8,8.056,mm/day monthly mean,Agartala,0.0,0.073,32.624,0,background_no_record
2166.0,24.9786,93.5027,2010,7,9.76,mm/day monthly mean,Imphal,1000.0,1.887,51.637,1,catalogued_landslide
322.0,24.75,93.4333,2007,10,3.734,mm/day monthly mean,Imphal,249.0,1.524,53.549,1,catalogued_landslide
6782.0,26.8545,88.3372,2011,9,5.634,mm/day monthly mean,Gangtok,1651.0,4.124,34.919,1,catalogued_landslide
7956.0,26.048,91.8695,2015,9,9.843,mm/day monthly mean,Guwahati,51.0,1.609,33.645,1,catalogued_landslide
7706.0,25.0728,92.3636,2015,8,17.685,mm/day monthly mean,Shillong,15.0,1.488,36.674,1,catalogued_landslide
,23.230846,91.640261,2015,6,12.299,mm/day monthly mean,Agartala,170.0,1.266,36.762,0,background_no_record
,22.51528,96.473022,2010,10,5.701,mm/day monthly mean,Imphal,119.0,1.02,49.895,0,background_no_record
3860.0,25.4192,94.108,2011,7,9.531,mm/day monthly mean,Kohima,1751.0,2.391,33.997,1,catalogued_landslide
869.0,27.2333,94.1167,2008,10,3.06,mm/day monthly mean,Itanagar,81.0,3.361,34.076,1,catalogued_landslide
,26.802914,97.056233,2014,5,7.232,mm/day monthly mean,Kohima,2419.0,3.282,16.755,0,background_no_record
2304.0,25.5718,94.1211,2010,8,4.905,mm/day monthly mean,Kohima,1751.0,2.391,19.497,1,catalogued_landslide
5274.0,26.0838,94.564,2013,8,8.951,mm/day monthly mean,Kohima,2265.0,3.183,51.219,1,catalogued_landslide
,22.827255,95.863043,2016,1,0.283,mm/day monthly mean,Imphal,119.0,1.02,27.179,0,background_no_record
,27.242082,97.011947,2011,7,9.531,mm/day monthly mean,Kohima,2419.0,3.282,33.055,0,background_no_record
,22.223526,96.470334,2013,10,3.615,mm/day monthly mean,Imphal,96.0,0.81,54.455,0,background_no_record
,22.599263,97.088802,2009,7,6.398,mm/day monthly mean,Imphal,652.0,0.826,9.351,0,background_no_record
,27.893708,93.507339,2012,6,16.413,mm/day monthly mean,Itanagar,1441.0,4.276,58.013,0,background_no_record
,21.61149,89.79656,2013,6,10.413,mm/day monthly mean,Agartala,9.0,0.013,48.035,0,background_no_record
,28.371863,96.625827,2009,9,5.444,mm/day monthly mean,Itanagar,2410.0,3.269,42.288,0,background_no_record
1094.0,27.159772,88.634112,2009,8,7.782,mm/day monthly mean,Gangtok,465.0,5.853,43.396,1,catalogued_landslide
,25.601857,91.829725,2015,7,14.598,mm/day monthly mean,Shillong,885.0,1.28,20.814,0,background_no_record
6968.0,25.463,92.2121,2015,6,17.653,mm/day monthly mean,Shillong,885.0,1.28,34.651,1,catalogued_landslide
,24.015606,95.873824,2012,9,7.049,mm/day monthly mean,Imphal,140.0,0.99,21.986,0,background_no_record
9251.0,25.8702,94.7844,2016,7,10.073,mm/day monthly mean,Kohima,2295.0,3.184,28.058,1,catalogued_landslide
2578.0,25.3179,94.0462,2010,10,4.221,mm/day monthly mean,Kohima,1000.0,1.887,25.655,1,catalogued_landslide
,22.482063,95.811127,2014,9,5.564,mm/day monthly mean,Imphal,119.0,1.02,24.59,0,background_no_record
3643.0,27.2879,88.2579,2011,6,5.607,mm/day monthly mean,Gangtok,4481.0,5.853,39.88,1,catalogued_landslide
,26.26571,89.812805,2013,9,3.464,mm/day monthly mean,Gangtok,54.0,1.148,19.867,0,background_no_record
,27.719239,97.218264,2013,8,12.931,mm/day monthly mean,Itanagar,1941.0,2.585,27.572,0,background_no_record
,27.907073,93.43682,2014,10,0.756,mm/day monthly mean,Itanagar,3706.0,4.22,52.653,0,background_no_record
,21.832913,92.439908,2013,6,9.709,mm/day monthly mean,Aizawl,29.0,1.567,49.036,0,background_no_record
1934.0,24.6005,92.3814,2010,6,18.226,mm/day monthly mean,Aizawl,23.0,1.476,41.102,1,catalogued_landslide
,26.386161,93.035408,2010,6,19.88,mm/day monthly mean,Itanagar,461.0,1.88,7.465,0,background_no_record
6200.0,27.0869,93.6086,2014,8,13.129,mm/day monthly mean,Itanagar,81.0,3.361,41.86,1,catalogued_landslide
57.0,27.4459,88.6193,2007,4,0.728,mm/day monthly mean,Gangtok,3787.0,4.841,39.777,1,catalogued_landslide
,22.252576,96.396564,2014,9,5.564,mm/day monthly mean,Imphal,96.0,0.81,49.572,0,background_no_record
,25.256446,89.394714,2007,10,0.575,mm/day monthly mean,Gangtok,23.0,0.022,43.775,0,background_no_record
264.0,26.1833,91.8,2007,9,10.035,mm/day monthly mean,Guwahati,51.0,1.609,25.556,1,catalogued_landslide
1110.0,26.884057,88.28087,2009,8,7.782,mm/day monthly mean,Gangtok,1651.0,4.124,28.661,1,catalogued_landslide
9168.0,27.6438,93.871,2016,6,10.478,mm/day monthly mean,Itanagar,2387.0,3.361,15.502,1,catalogued_landslide
,28.543042,92.862004,2007,10,2.576,mm/day monthly mean,Itanagar,4375.0,4.276,31.585,0,background_no_record
4384.0,25.1775,93.0123,2012,6,8.632,mm/day monthly mean,Imphal,1036.0,1.488,9.698,1,catalogued_landslide
,28.768646,94.497071,2010,10,2.337,mm/day monthly mean,Itanagar,4230.0,5.203,48.568,0,background_no_record
,21.904158,93.445676,2016,7,14.138,mm/day monthly mean,Aizawl,1104.0,1.567,47.183,0,background_no_record
,27.718745,92.396997,2010,11,1.247,mm/day monthly mean,Itanagar,3096.0,4.235,42.724,0,background_no_record
,27.415452,95.508716,2013,8,12.931,mm/day monthly mean,Itanagar,167.0,3.515,51.198,0,background_no_record
221.0,22.6461,88.3403,2007,8,8.025,mm/day monthly mean,Agartala,6.0,0.025,35.065,1,catalogued_landslide
,29.323336,91.61576,2013,5,9.615,mm/day monthly mean,Itanagar,5262.0,2.268,69.145,0,background_no_record
,27.438544,93.407448,2010,10,2.337,mm/day monthly mean,Itanagar,810.0,6.093,42.539,0,background_no_record
,22.816863,87.949106,2013,9,6.487,mm/day monthly mean,Agartala,6.0,0.025,22.72,0,background_no_record
,28.189961,87.681605,2014,9,4.608,mm/day monthly mean,Gangtok,4396.0,1.17,31.218,0,background_no_record
,23.380777,90.753427,2016,7,15.384,mm/day monthly mean,Agartala,10.0,0.233,29.886,0,background_no_record
,23.858042,94.13621,2010,10,5.701,mm/day monthly mean,Imphal,1295.0,1.654,13.856,0,background_no_record
7276.0,26.1062,91.8717,2015,7,9.486,mm/day monthly mean,Guwahati,51.0,1.609,27.688,1,catalogued_landslide
,27.600257,90.205349,2014,9,4.608,mm/day monthly mean,Gangtok,2439.0,5.807,20.636,0,background_no_record
2587.0,25.6623,94.1072,2010,10,4.221,mm/day monthly mean,Kohima,1751.0,2.391,11.931,1,catalogued_landslide
,27.058385,96.107191,2010,10,2.337,mm/day monthly mean,Itanagar,1204.0,1.771,16.484,0,background_no_record
,24.169102,96.483665,2016,5,10.065,mm/day monthly mean,Imphal,227.0,0.444,59.529,0,background_no_record
,26.124138,94.497759,2008,5,4.267,mm/day monthly mean,Kohima,110.0,3.184,54.535,0,background_no_record
1996.0,26.4333,94.8833,2010,6,10.485,mm/day monthly mean,Kohima,2265.0,3.183,16.579,1,catalogued_landslide
9617.0,26.888,88.2796,2016,10,2.604,mm/day monthly mean,Gangtok,1651.0,4.124,28.437,1,catalogued_landslide
,27.760993,95.451148,2013,5,9.615,mm/day monthly mean,Itanagar,105.0,3.605,49.537,0,background_no_record
8901.0,25.7902,94.1318,2016,7,10.073,mm/day monthly mean,Kohima,1751.0,2.391,15.993,1,catalogued_landslide
,28.368783,94.47368,2009,7,12.182,mm/day monthly mean,Itanagar,1441.0,4.276,50.824,0,background_no_record
130.0,26.1699,91.7986,2007,7,11.888,mm/day monthly mean,Guwahati,51.0,1.609,26.619,1,catalogued_landslide
8339.0,26.1666,91.7042,2015,9,9.843,mm/day monthly mean,Guwahati,51.0,1.609,34.473,1,catalogued_landslide
210.0,27.0713,88.4308,2007,8,4.986,mm/day monthly mean,Gangtok,1651.0,4.124,44.93,1,catalogued_landslide
2044.0,25.8877,94.7861,2010,7,8.907,mm/day monthly mean,Kohima,2295.0,3.184,29.213,1,catalogued_landslide
9336.0,24.5308,92.5121,2016,5,13.977,mm/day monthly mean,Aizawl,249.0,1.524,49.783,1,catalogued_landslide
,23.534108,96.687937,2007,7,5.205,mm/day monthly mean,Imphal,819.0,1.07,45.969,0,background_no_record
126.0,27.1499,88.38,2007,7,10.419,mm/day monthly mean,Gangtok,1651.0,4.124,43.992,1,catalogued_landslide
,27.359308,91.900887,2010,4,12.283,mm/day monthly mean,Guwahati,3096.0,4.235,24.773,0,background_no_record
,28.322249,90.980314,2012,6,20.722,mm/day monthly mean,Guwahati,3707.0,3.96,15.714,0,background_no_record
7370.0,24.1419,94.1078,2015,8,8.21,mm/day monthly mean,Imphal,1295.0,1.654,33.729,1,catalogued_landslide
,25.254615,89.00673,2008,8,7.832,mm/day monthly mean,Gangtok,23.0,0.022,18.206,0,background_no_record
1108.0,24.9925,93.5,2009,8,7.68,mm/day monthly mean,Imphal,1036.0,1.488,51.548,1,catalogued_landslide
,26.577747,93.035794,2007,5,7.832,mm/day monthly mean,Itanagar,461.0,1.88,28.109,0,background_no_record
1222.0,23.734788,92.721244,2009,10,6.069,mm/day monthly mean,Aizawl,580.0,1.042,31.354,1,catalogued_landslide
3776.0,27.125,93.7145,2011,7,19.513,mm/day monthly mean,Itanagar,81.0,3.361,34.644,1,catalogued_landslide
,21.936003,93.66309,2008,8,12.475,mm/day monthly mean,Aizawl,388.0,1.043,35.464,0,background_no_record
,23.36056,91.175118,2010,7,5.509,mm/day monthly mean,Agartala,10.0,0.233,22.62,0,background_no_record
,27.742412,92.293696,2010,10,2.337,mm/day monthly mean,Itanagar,3096.0,4.235,35.076,0,background_no_record
,29.476277,96.292,2009,8,16.999,mm/day monthly mean,Itanagar,2741.0,3.033,80.369,0,background_no_record
755.0,27.337,88.609,2008,8,7.832,mm/day monthly mean,Gangtok,3787.0,4.841,46.105,1,catalogued_landslide
4845.0,24.2315,92.6755,2013,5,18.068,mm/day monthly mean,Aizawl,249.0,1.524,42.446,1,catalogued_landslide
620.0,27.0771,88.482,2008,6,6.378,mm/day monthly mean,Gangtok,1651.0,4.124,49.958,1,catalogued_landslide
6969.0,25.5114,90.215,2015,6,11.463,mm/day monthly mean,Guwahati,31.0,1.163,30.782,1,catalogued_landslide
,28.352384,91.222616,2010,7,10.155,mm/day monthly mean,Guwahati,3707.0,3.96,28.884,0,background_no_record
,26.576322,90.932925,2013,8,6.398,mm/day monthly mean,Guwahati,49.0,1.612,28.516,0,background_no_record
,21.943163,89.246415,2011,8,13.103,mm/day monthly mean,Agartala,6.0,0.004,26.184,0,background_no_record
,25.393267,92.40707,2011,3,2.098,mm/day monthly mean,Shillong,15.0,1.488,52.971,0,background_no_record
1092.0,26.744525,88.40012,2009,8,7.782,mm/day monthly mean,Gangtok,1651.0,4.124,45.527,1,catalogued_landslide
3965.0,24.808,93.117,2011,9,4.975,mm/day monthly mean,Imphal,1036.0,1.488,33.606,1,catalogued_landslide
,27.448803,87.731401,2014,9,4.608,mm/day monthly mean,Gangtok,4481.0,5.853,29.425,0,background_no_record
,26.966067,89.782529,2007,9,5.628,mm/day monthly mean,Gangtok,655.0,4.564,21.681,0,background_no_record
,22.499389,92.54531,2009,9,5.948,mm/day monthly mean,Aizawl,1039.0,1.472,48.518,0,background_no_record
2098.0,26.7215,95.0283,2010,7,13.122,mm/day monthly mean,Itanagar,123.0,3.299,25.01,1,catalogued_landslide
,27.278875,92.118772,2007,7,11.888,mm/day monthly mean,Guwahati,3096.0,4.235,33.802,0,background_no_record
5312.0,26.7103,94.693,2013,8,12.931,mm/day monthly mean,Itanagar,123.0,3.299,40.113,1,catalogued_landslide
3794.0,26.991957,88.422809,2011,7,10.075,mm/day monthly mean,Gangtok,1651.0,4.124,42.226,1,catalogued_landslide
7253.0,24.7979,92.9974,2015,7,12.858,mm/day monthly mean,Imphal,1036.0,1.488,32.592,1,catalogued_landslide
,29.384321,92.149735,2013,5,9.615,mm/day monthly mean,Itanagar,5262.0,2.268,66.583,0,background_no_record
,26.596591,88.719217,2008,10,1.972,mm/day monthly mean,Gangtok,60.0,2.319,40.986,0,background_no_record
2248.0,26.222,94.9152,2010,8,4.905,mm/day monthly mean,Kohima,2265.0,3.183,14.415,1,catalogued_landslide
,22.508211,88.937187,2009,8,11.286,mm/day monthly mean,Agartala,4.0,0.028,13.807,0,background_no_record
5603.0,25.426,94.6024,2013,10,3.412,mm/day monthly mean,Kohima,2295.0,3.184,50.802,1,catalogued_landslide
,21.598421,92.04318,2013,7,7.686,mm/day monthly mean,Aizawl,29.0,1.567,44.875,0,background_no_record
1129.0,24.8628,94.4182,2009,8,7.68,mm/day monthly mean,Imphal,1000.0,1.887,49.201,1,catalogued_landslide
6945.0,25.16,93.686,2015,6,8.289,mm/day monthly mean,Imphal,1000.0,1.887,32.529,1,catalogued_landslide
6786.0,24.6108,92.562,2015,2,0.72,mm/day monthly mean,Aizawl,249.0,1.524,46.878,1,catalogued_landslide
5107.0,25.6269,94.1139,2013,7,10.405,mm/day monthly mean,Kohima,1751.0,2.391,14.617,1,catalogued_landslide
8995.0,26.1963,91.8074,2016,7,18.564,mm/day monthly mean,Guwahati,51.0,1.609,24.085,1,catalogued_landslide
4393.0,27.7565,88.632,2012,6,3.636,mm/day monthly mean,Gangtok,3787.0,4.841,42.092,1,catalogued_landslide
,22.539372,92.257049,2013,9,8.986,mm/day monthly mean,Aizawl,50.0,1.536,27.802,0,background_no_record
760.0,25.67,94.1066,2008,8,8.144,mm/day monthly mean,Kohima,1751.0,2.391,11.528,1,catalogued_landslide
6289.0,26.1001,91.6849,2014,9,13.389,mm/day monthly mean,Guwahati,51.0,1.609,40.307,1,catalogued_landslide
,21.64135,92.032799,2015,6,12.648,mm/day monthly mean,Aizawl,29.0,1.567,40.024,0,background_no_record
5337.0,26.4205,94.9731,2013,8,8.951,mm/day monthly mean,Kohima,2265.0,3.183,10.737,1,catalogued_landslide
2415.0,25.639619,94.111122,2010,9,6.686,mm/day monthly mean,Kohima,1751.0,2.391,13.547,1,catalogued_landslide
,22.694993,97.115496,2016,5,10.065,mm/day monthly mean,Imphal,652.0,0.826,14.62,0,background_no_record
,26.079663,93.157719,2010,7,8.907,mm/day monthly mean,Kohima,461.0,1.88,31.686,0,background_no_record
,22.324021,87.910791,2011,6,9.58,mm/day monthly mean,Agartala,6.0,0.025,33.95,0,background_no_record
6292.0,25.7238,89.9032,2014,9,13.389,mm/day monthly mean,Guwahati,31.0,1.163,9.836,1,catalogued_landslide
,25.140943,92.660878,2012,7,17.762,mm/day monthly mean,Shillong,1036.0,1.488,34.592,0,background_no_record
,27.772648,93.864083,2016,10,3.386,mm/day monthly mean,Itanagar,2387.0,3.361,26.785,0,background_no_record
,24.854179,92.645831,2010,4,15.3,mm/day monthly mean,Shillong,1036.0,1.488,44.361,0,background_no_record
,21.957856,95.509639,2007,8,7.636,mm/day monthly mean,Aizawl,96.0,0.81,50.78,0,background_no_record
,28.726623,94.706959,2013,8,12.931,mm/day monthly mean,Itanagar,2204.0,2.953,29.707,0,background_no_record
,26.452953,89.127435,2012,6,3.636,mm/day monthly mean,Gangtok,60.0,2.319,18.902,0,background_no_record
7387.0,24.954,94.2156,2015,8,8.21,mm/day monthly mean,Imphal,1000.0,1.887,26.533,1,catalogued_landslide
,28.491108,90.036645,2007,6,3.381,mm/day monthly mean,Gangtok,4959.0,2.135,34.533,0,background_no_record
,27.474317,90.124605,2015,7,5.286,mm/day monthly mean,Gangtok,2439.0,5.807,15.825,0,background_no_record
4385.0,27.7167,88.5577,2012,6,3.636,mm/day monthly mean,Gangtok,3787.0,4.841,46.76,1,catalogued_landslide
,25.36058,95.186276,2015,6,9.655,mm/day monthly mean,Kohima,188.0,3.071,35.35,0,background_no_record
,27.102121,90.623666,2015,5,10.968,mm/day monthly mean,Guwahati,842.0,3.285,41.169,0,background_no_record
,22.361928,96.660118,2015,7,12.858,mm/day monthly mean,Imphal,652.0,0.826,45.056,0,background_no_record
260.0,27.2084,88.4909,2007,9,5.628,mm/day monthly mean,Gangtok,1651.0,4.124,56.746,1,catalogued_landslide
2140.0,25.0477,92.801,2010,7,12.867,mm/day monthly mean,Shillong,1036.0,1.488,20.613,1,catalogued_landslide
,26.872902,89.876584,2016,7,13.366,mm/day monthly mean,Gangtok,655.0,4.564,14.63,0,background_no_record
,22.447829,96.005337,2014,9,5.564,mm/day monthly mean,Imphal,119.0,1.02,18.93,0,background_no_record
211.0,24.9667,93.55,2007,8,3.464,mm/day monthly mean,Imphal,1000.0,1.887,47.399,1,catalogued_landslide
2243.0,25.702237,94.046197,2010,8,4.905,mm/day monthly mean,Kohima,1751.0,2.391,4.689,1,catalogued_landslide
,24.17304,89.229944,2015,8,11.574,mm/day monthly mean,Agartala,14.0,0.022,40.686,0,background_no_record
3556.0,25.1555,93.8474,2011,5,9.081,mm/day monthly mean,Imphal,1000.0,1.887,16.955,1,catalogued_landslide
,24.770265,89.676285,2014,9,10.014,mm/day monthly mean,Agartala,18.0,0.022,46.512,0,background_no_record
9122.0,26.1966,91.802,2016,7,18.564,mm/day monthly mean,Guwahati,51.0,1.609,24.496,1,catalogued_landslide
,23.430976,90.724923,2015,8,11.574,mm/day monthly mean,Agartala,10.0,0.233,35.48,0,background_no_record
7039.0,27.0678,88.456,2015,7,5.286,mm/day monthly mean,Gangtok,1651.0,4.124,47.194,1,catalogued_landslide
8224.0,23.7313,92.7187,2015,9,9.021,mm/day monthly mean,Aizawl,580.0,1.042,31.754,1,catalogued_landslide
,21.82121,89.517821,2007,7,22.951,mm/day monthly mean,Agartala,9.0,0.013,53.569,0,background_no_record
,29.341638,93.615436,2011,8,10.278,mm/day monthly mean,Itanagar,4230.0,5.203,70.881,0,background_no_record
8366.0,25.583,91.893,2015,9,12.972,mm/day monthly mean,Shillong,885.0,1.28,17.645,1,catalogued_landslide
4383.0,25.3056,93.1265,2012,6,8.632,mm/day monthly mean,Imphal,1036.0,1.488,27.045,1,catalogued_landslide
5584.0,26.1665,91.7049,2013,10,6.867,mm/day monthly mean,Guwahati,51.0,1.609,34.419,1,catalogued_landslide
7727.0,25.6263,94.1057,2015,8,9.702,mm/day monthly mean,Kohima,1751.0,2.391,14.028,1,catalogued_landslide
,21.738678,90.964787,2015,8,11.574,mm/day monthly mean,Agartala,0.0,0.073,29.284,0,background_no_record
,28.248707,93.875887,2008,6,15.435,mm/day monthly mean,Itanagar,1441.0,4.276,14.245,0,background_no_record
,25.094892,90.222416,2011,7,11.621,mm/day monthly mean,Shillong,18.0,1.182,22.402,0,background_no_record
2341.0,27.2319,88.497,2010,8,8.703,mm/day monthly mean,Gangtok,1651.0,4.124,58.639,1,catalogued_landslide
,28.62634,96.434466,2016,7,16.745,mm/day monthly mean,Itanagar,2741.0,3.033,46.563,0,background_no_record
,26.079305,88.951303,2014,9,4.608,mm/day monthly mean,Gangtok,60.0,2.319,27.968,0,background_no_record
,27.433731,94.81136,2013,5,9.615,mm/day monthly mean,Itanagar,105.0,3.605,23.58,0,background_no_record
,23.582788,90.724904,2014,6,15.948,mm/day monthly mean,Agartala,3.0,0.243,41.237,0,background_no_record
,28.017108,96.52554,2007,7,17.234,mm/day monthly mean,Itanagar,2410.0,3.269,50.021,0,background_no_record
,22.644175,95.267679,2015,9,6.209,mm/day monthly mean,Imphal,166.0,0.324,27.627,0,background_no_record
,27.849457,88.348193,2015,6,5.97,mm/day monthly mean,Gangtok,4481.0,5.853,46.717,0,background_no_record
,23.724604,90.547046,2014,8,12.491,mm/day monthly mean,Agartala,3.0,0.243,48.314,0,background_no_record
,29.258521,97.345781,2015,7,9.851,mm/day monthly mean,Itanagar,2947.0,0.783,61.071,0,background_no_record
,23.393959,89.993876,2011,7,7.563,mm/day monthly mean,Agartala,5.0,0.01,17.575,0,background_no_record
,28.288484,94.025873,2015,6,21.278,mm/day monthly mean,Itanagar,1441.0,4.276,12.109,0,background_no_record
9220.0,27.1027,88.1218,2016,7,13.366,mm/day monthly mean,Gangtok,1651.0,4.124,21.285,1,catalogued_landslide
2437.0,23.7527,92.694,2010,9,6.911,mm/day monthly mean,Aizawl,580.0,1.042,33.144,1,catalogued_landslide
4570.0,27.8458,95.2253,2012,9,13.318,mm/day monthly mean,Itanagar,105.0,3.605,38.39,1,catalogued_landslide
,28.9205,91.475782,2010,8,13.444,mm/day monthly mean,Itanagar,4557.0,2.721,48.232,0,background_no_record
2253.0,25.310061,94.482651,2010,8,4.905,mm/day monthly mean,Kohima,1000.0,1.887,54.327,1,catalogued_landslide
,26.715448,96.174906,2013,6,5.243,mm/day monthly mean,Kohima,1204.0,1.771,30.866,0,background_no_record
6146.0,27.059,88.4694,2014,7,5.992,mm/day monthly mean,Gangtok,1651.0,4.124,48.202,1,catalogued_landslide
,26.719464,90.662142,2016,7,18.564,mm/day monthly mean,Guwahati,842.0,3.285,41.866,0,background_no_record
,28.897613,95.725831,2015,8,16.256,mm/day monthly mean,Itanagar,2741.0,3.033,28.824,0,background_no_record
,23.805826,94.837535,2013,5,11.091,mm/day monthly mean,Imphal,532.0,1.112,17.406,0,background_no_record
,27.683499,96.054915,2007,9,11.856,mm/day monthly mean,Itanagar,167.0,3.515,14.347,0,background_no_record
5338.0,26.8727,94.9275,2013,8,12.931,mm/day monthly mean,Itanagar,123.0,3.299,10.785,1,catalogued_landslide
,29.336565,95.520259,2010,8,13.444,mm/day monthly mean,Itanagar,2741.0,3.033,75.721,0,background_no_record
4556.0,27.1675,88.3651,2012,9,5.529,mm/day monthly mean,Gangtok,1651.0,4.124,43.809,1,catalogued_landslide
,23.875012,96.988579,2010,3,4.307,mm/day monthly mean,Imphal,166.0,0.952,2.51,0,background_no_record
,24.432867,92.895274,2012,6,13.48,mm/day monthly mean,Aizawl,249.0,1.524,11.501,0,background_no_record
,26.814508,91.563869,2008,6,11.366,mm/day monthly mean,Guwahati,1155.0,2.829,45.625,0,background_no_record
,24.043929,92.545262,2016,7,14.138,mm/day monthly mean,Aizawl,580.0,1.042,50.762,0,background_no_record
,27.959453,97.487434,2011,5,8.738,mm/day monthly mean,Itanagar,2410.0,3.269,53.847,0,background_no_record
2570.0,24.837,93.9128,2010,10,5.701,mm/day monthly mean,Imphal,1000.0,1.887,29.58,1,catalogued_landslide
